"Establishment Name","Establishment Address","District Name","Name Of Owner","Location Of Establishment","Whether the Name and Address of the Establishment is Same as in the Frame","If no in item 1.5 the new Name of the Establishment (if any)","If no in item 1.5 Address of the Establishment (if any)","Sample Serial Number","NIC Code 2008 As Per Frame","Description Of Economic Activity","Description of goods produced/traded or services provided","NIC code 2008 at the time of visit","Person Name","Person Designation","Person Email","Person Phone/Mobile",Landline,"Whether the establishment is","Main Office Address","Usual Nature Of Operation","Current Operational Status","Ownership code","Registration Information: whether registered or not","Shops and Commercial Establishments Act","Companies Act 1956","Central Excise/Sales Tax Act","Factories Act 1948","Societies Registration Act","Co-operative Societies Act ","Directorate Of Industries","KVIC/KVIB/DC : Handloom/Handicrafts","Act related to Building & Construction","Registered with other agencies Specify",Specify,"Year Since Operational under current ownership","No. of Shifts in Operation","Do you maintain any record of employment in your unit?","Total Employment (As on 1st day of the respective quarter)","Self Employed Fulltime Male","Self Employed Fulltime Female ","Self Employed Part Time Male","Self Employed Part Time Female","Self Employed Total Male","Self Employed Total Female","Employee Regular Full Time Male","Employee Regular Full Time Female","Employee Regular Part Time Male","Employee Regular Part Time Female","Employee Regular Total Male","Employee Regular Total Female","Employee Contract Full Time Male","Employee Contract Full Time Female","Employee Contract Part Time Male","Employee Contract Part Time Female","Employee Contract Total Male","Employee Contract Full Total Female","Fixed Term Employment Full Time Male","Fixed Term Employment Full Time Female","Fixed Term Employment Part Time Male","Fixed Term Employment Part Time Female","Fixed Term Employment Total Male","Fixed Term Employment Total Female","Casual Full Time Male","Casual Full Time Female","Casual Part Time Male","Casual Part Time Female","Casual Total Male","Casual Total Female","Total Full Time Male","Total Full Time Female","Total Part Time Male","Total Part Time Female","Total Male","Total Female","Does any worker(s) from your unit undergo a Formal Skill Development Programme?","The place of the Skill Development Training ","If code 1 in 4.1 is establishment is conducting formal skill development","Is any On the Job Training (OJT) conducted in your unit?","Is your enterprise registered under MSME Act","If yes in item 6.1 whether it is registered with Udyam portal","If yes in item 6.1 The amount of current investment in Plant & Machinery or equipment (in Rs. crores)","If yes in item 6.1 The value of annual turnover of the unit (in Rs. crores)","Number of Current Vacancies (as on 1st day of current quarter)","Number of Vacancies due to: Resignation","Number of Vacancies due to: Retirement","Number of Vacancies due to: Others(please specify)","Reasons for Vacancies","7.2) Number of Vacancies not filled up due to","Number of Vacancies in the process of being filled up","Number of Vacancies due to Non-availability of the Requisite Skilled Workers","Not felt need now","Others (please specify)","Reasons for Vacancies","Number of posts created during the preceding Quarter","Number of persons recruited during the preceding Quarter","Number of posts withdrawn/lapsed during the preceding Quarter","Number of persons retrenched during the preceding Quarter","Self Employed Total Matric/Secondary or below","Self Employed Above Matric/Secondary but Under Graduate","Self Employed Graduate or above","Self Employed Not known","Self Employed Total","Regular Total Matric/Secondary or below","Regular Above Matric/Secondary but Under Graduate","Regular Graduate or above","Regular Not known","Regular Total","Contract Total Matric/Secondary or below","Contract Above Matric/Secondary but Under Graduate","Contract Graduate or above","Contract Not known","Contract Total","Fixed Total Matric/Secondary or below","Fixed Above Matric/Secondary but Under Graduate","Fixed Graduate or above","Fixed Not known","Fixed Total","Casual Total Matric/Secondary or below","Casual Above Matric/Secondary but Under Graduate","Casual Graduate or above","Casual Not known","Casual Total","Total Matric/Secondary or below","Total Above Matric/Secondary but Under Graduate","Total Graduate or above","Total Not known",Total,"Total Employment Clinical + Non Clinical (to be copied from III B)",Clinical,Medical,Nursing,Paramedical,"Non Clinical","Self Employed: Matric/Secondary or below","Self Employed: Above Matric/ Secondary but Under Graduate","Self Employed: Graduate or above","Self Employed: Not known","Self Employed: Total","Regular(not on contract): Matric/Secondary or below","Regular(not on contract): Above Matric/ Secondary but Under Graduate","Regular(not on contract): Graduate or above","Regular(not on contract): Not known","Regular(not on contract): Total","Contract: Matric/Secondary or below","Contract: Above Matric/ Secondary but Under Graduate","Contract: Graduate or above","Contract: Not known","Contract: Total","Fixed Term Employment: Matric/Secondary or below","Fixed Term Employment: Above Matric/ Secondary but Under Graduate","Fixed Term Employment: Graduate or above","Fixed Term Employment: Not known","Fixed Term Employment: Total","Casual: Matric/Secondary or below","Casual: Above Matric/ Secondary but Under Graduate","Casual: Graduate or above","Casual: Not known","Casual: Total","Total (Non-Clinical): Matric/Secondary or below","Total (Non-Clinical): Above Matric/ Secondary but Under Graduate","Total (Non-Clinical): Graduate or above","Total (Non-Clinical): Not known","Total (Non-Clinical): Total","Total Employment Teaching+Non-Teaching",Teaching,Non-Teaching,Librarian,"Lab Technician","Self Employed","Self Employed: Graduates or Above","Self Employed: Matric/Secondary or below","Self Employed: Above Matric/ Secondary but Under Graduate","Self Employed: Not known","Regular(not on contract)","Regular(not on contract): Graduates or Above","Regular(not on contract): Matric/Secondary or below","Regular(not on contract): Above Matric/ Secondary but Under Graduate","Regular(not on contract): Not known",Contract,"Contract: Graduates or Above","Contract: Matric/Secondary or below","Contract: Above Matric/ Secondary but Under Graduate","Contract: Not known","Fixed Term Employment","Fixed Term Employment: Graduates or Above","Fixed Term Employment: Matric/Secondary or below","Fixed Term Employment: Above Matric/ Secondary but Under Graduate","Fixed Term Employment: Not known",Casual,"Casual: Graduates or Above","Casual: Matric/Secondary or below","Casual: Above Matric/ Secondary but Under Graduate","Casual: Not known","Total: Non Teaching(Others)","Total(Graduates or Above)","Total: Matric/Secondary or below","Total: Above Matric/ Secondary but Under Graduate","Total: Not known","Operation During Nationwide Lockdown","Employment Before March Male","Employment Before March Female","Employment Before March Total","Employment On July Male","Employment On July Female","Employment On July Total","Employment On April Male","Employment On April Female","Employment On April Total","Full Wages","Reduced Wages","No Wages",Total,"State Insurance Whether Applicable","State Insurance Number Emp Covered","Provident Funds Whether Applicable","Provident Funds Number Emp Covered","Compensation Whether Applicable ","Compensation Number Emp Covered","Maternity Whether Applicable","Maternity Number Emp Covered","Gratuity Whether Applicable","Gratuity Number Emp Covered","Bonus Whether Applicable","Bonus Number Emp Covered","Others Whether Applicable","Others Number Emp Covered","Survey Type","In case of Substitution the reasons thereof",Reason,"Investigator Name","Investigator Code","Date Of Survey",Remarks
"SAPNA ENTERPRISES MAPUSA BARDEZ GOA NEAR WATER TANK 403506",,Punch,"MR.SANDESH NAIK","Within HH-1",Yes,,,3001110014,239,"Manufacture of non metallic mineral products","NON METALLIC ITEMS","239 - Manufacture of non-metallic mineral products n.e.c.","MR SANDESH NAIK",owner,,0000000000,08322254127,"Enterprise  by itself-1",,perennial-1,partly-2,Proprietary-3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,1999,2,Yes,15,1,0,0,0,1,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,No,,,No,No,No,,,0,00,0,0,,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,4,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,15,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,Yes,14,0,14,12,0,12,15,0,15,13,2,0,15,Yes,12,Yes,12,No,0,,0,No,0,No,0,No,0,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/14/2021 22:36:00",
"Unichem lab pvt.ltd. Plot no 178/18 plane ind estate bardez goa 403511",,Punch,"pvt ","Within HH-1",Yes,,,3001142001,210,"TEST LAB","MEDICAL TESTS","210 - Manufacture of pharmaceuticals, medicinal chemical and botanical products",PVT,owner,ullg@unichemlab.com,0000000000,08322407206,"Enterprise  by itself-1",,perennial-1,partly-2,Proprietary-3,Yes,No,No,Yes,No,No,No,No,No,No,No,,2003,2,Yes,541,2,0,0,0,2,0,300,239,0,0,300,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,239,0,0,302,239,Yes,"Within the establishment itself - 1","for their staff only-1",No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,2,0,2,39,200,300,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,200,302,0,541,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,Yes,300,239,539,200,99,299,302,239,541,300,198,0,498,Yes,400,Yes,400,No,0,Yes,239,No,0,Yes,400,No,0,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/14/2021 22:28:00",
"BHAGYALAKSMI DRY FOODS 2 ND PHASE SHOP NO.40 MUNCIPAL MARKET PANJIM GOA",,Punch,"RATNAKAR KOWALKAR","Outside HH with fixed structure- 2",Yes,,,3001310035,463,"wholesale of food and beverages","wholesale of dry fruits","463 - Wholesale of food, beverages and tobacco","Sohan Bhatt",staff,,8322425088,08322425088,"Enterprise  by itself-1",,perennial-1,partly-2,Proprietary-3,Yes,Yes,No,No,No,No,No,No,No,No,No,,2010,1,Yes,6,1,0,0,0,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,11,0,11,5,0,5,6,0,6,5,0,0,5,No,,No,,No,,,,No,,No,,No,,Original,,,"Shikhasuman Shivendra Kumar Mishra",NA,"05/28/2021 15:15:00",
"goa bagayatdar bazar. Sahakari kharedi vikri santha maryadit bhagatdor bhavan post box 47 ponda goa-403504",,Punch,govt,"Outside HH with fixed structure- 2",Yes,,,3001342009,472,Trading,"RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES","472 - Retail sale of food, beverages and tobacco in specialized stores","SK Bhandari",Manager,contact@goabadayatdar.com,0832231333,,"Main Office of an enterprise-2",,perennial-1,fully-1,"Private Limited Company-5",Yes,Yes,No,Yes,No,No,No,No,No,No,No,,1992,1,Yes,55,0,0,0,0,0,0,40,15,0,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0,0,40,15,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,40,15,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,40,15,55,40,15,55,40,15,55,55,0,0,55,Yes,55,Yes,55,No,,Yes,15,Yes,55,Yes,55,"Not Known",,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/14/2021 21:36:00",
"MAPUSA POST OFFICE OPP MAPUSA POLICE STATION MAPUSA GOA 403507",,Punch,"DEPARTMENT OF POST","Outside HH with fixed structure- 2",Yes,,,3001410039,531,Service,"Post office","531 - Postal activities","DEPARTMENT OF POST",Clerk,,8322262450,,"Main Office of an enterprise-2",,perennial-1,partly-2,"Government / PSU-1",Yes,No,No,No,No,No,No,No,No,No,Yes,,1989,1,Yes,24,0,0,0,0,0,0,19,5,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,19,5,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,9,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,23,4,27,23,4,27,19,5,24,24,0,0,24,Yes,24,Yes,24,No,,Yes,5,No,,Yes,24,No,,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/14/2021 21:38:00",
"TEJ COURIER MANSUNATH BLDG PANJIM 403001",,Punch,"PRIVATE LTD","Outside HH with fixed structure- 2",Yes,,,3001410045,532,"Courier services","Courier services","532 - Courier activities","V A Garud",Owner,,,08322425003,"Enterprise  by itself-1",,perennial-1,fully-1,"Private Limited Company-5",Yes,Yes,Yes,No,No,No,No,No,No,No,No,,2003,1,Yes,11,1,0,0,0,1,0,7,3,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,8,3,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,8,3,11,8,3,11,8,3,11,2,9,0,11,No,,Yes,10,No,,No,,No,,No,,No,,Original,,,"Shikhasuman Shivendra Kumar Mishra",NA,"05/27/2021 16:39:00",
"MOONLIGHT RESTAURANT AND GUEST HOUSE CONDOLIAM BEACH ROAD GOA 403515",,Punch,"MR JOSEPH","Outside HH with fixed structure- 2",Yes,,,3001510051,551,"RESTAURANT AND guest house",Work,"563 - Beverage serving activities","MR JOSEPH",Clark,,9881492691,,"Enterprise  by itself-1",,casual-3,partly-2,Proprietary-3,No,,,,,,,,,,,,2013,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not Known",0,"Not Known",0,"Not Known",0,,0,"Not Known",0,"Not Known",0,"Not Known",0,Original,,,"KAMLAKAR PUNDLIK MANDVE",NA,"06/15/2021 18:57:00",
"NIRVANA HERITAGE 955/2 PEQUEM PEDDAM FLEA MARKET ROAD GERMAN BAKERY GOA",,Punch,"NIRVANA HERITAGE 955/2 PEQUEM PEDDAM FLEA MARKET ROAD GERMAN BAKERY GOA","Outside HH with fixed structure- 2",Yes,,,3001510062,551,Service,Hotel,"551 - Short term accommodation activities",pvt,owner,,0243119293,,"Enterprise  by itself-1",,perennial-1,fully-1,"Private Limited Company-5",Yes,No,Yes,No,No,No,No,No,No,No,No,,2006,1,Yes,22,1,0,0,0,1,0,10,11,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,11,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,10,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,11,11,22,11,11,22,11,11,22,21,0,0,21,Yes,21,Yes,21,No,,No,,No,,No,,No,,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/14/2021 21:12:00",
"SEA VIEW RESORT ASTIVAM BEACH ROAD PANJIM MANDRIM GOA 403527",,Punch,"SIMRAO BRITO","Outside HH with fixed structure- 2",Yes,,,3001513009,563,"Due to covid close",Work,"561 - Restaurants and mobile food service activities","pinto aaline",Manager,,7057020326,,"Main Office of an enterprise-2",,casual-3,partly-2,"Private Limited Company-5",No,,,,,,,,,,,,2011,3,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not Known",0,"Not Known",0,"Not Known",0,,0,"Not Known",0,"Not Known",0,"Not Known",0,Original,,,"KAMLAKAR PUNDLIK MANDVE",NA,"06/15/2021 18:54:00",
"Lemon tree amarante Breach resort vadi candalim bardez Goa 403515",,Punch,"M.r pintu ","Outside HH with fixed structure- 2",Yes,,,3001532013,551,Service,Hotel,"551 - Short term accommodation activities",Pintu,owner,hi.ga@lemontreehotels.com,0832398818,,"Enterprise  by itself-1",,perennial-1,fully-1,Proprietary-3,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,,2002,1,Yes,158,1,0,0,0,1,0,100,57,0,0,100,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,57,0,0,101,57,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,100,57,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,58,0,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,100,58,158,100,58,158,101,57,158,157,0,0,157,Yes,157,Yes,157,No,,No,,No,,Yes,157,No,,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/14/2021 19:45:00",
"Himdyya corpretion plot no mapsu bardez goa 403507",,Punch,"Himdhyya corpretion","Outside HH with fixed structure- 2",Yes,,,3001610070,620,Services,"COMPUTER PROGRAMMING, CONSULTANCY AND RELATED ACTIVITIES","620 - Computer programming, consultancy and related activities",pvt,owner,,0832227549,,"Enterprise  by itself-1",,perennial-1,fully-1,"Private Limited Company-5",Yes,Yes,No,No,No,No,No,No,No,No,No,,2007,1,Yes,30,1,0,0,0,1,0,19,10,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,20,10,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,19,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,20,10,30,20,10,30,20,10,30,29,0,0,29,Yes,29,Yes,29,No,,No,,No,,Yes,29,No,,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/14/2021 19:36:00",
"Hathway cable and datacom ltd .703 7th floor gera imprium i goa",,Punch,"Hathway cable and datacom ltd .","Outside HH with fixed structure- 2",Yes,,,3001610073,620,Services,"Computer Programming","620 - Computer programming, consultancy and related activities",Swapnil,HR,,0832671001,,"Unit/ Branch of an enterprise-3","Hathway cable Mumbai",perennial-1,fully-1,"Private Limited Company-5",Yes,No,No,No,No,No,No,No,No,No,Yes,,1992,1,Yes,15,1,0,0,0,1,0,9,5,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,10,5,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,10,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,5,15,10,5,15,10,5,15,14,0,0,14,Yes,14,Yes,14,No,,No,,No,,Yes,14,No,,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/14/2021 19:24:00",
"GOA BHAGYADAS SATKAT KARDI VIKI BHAGYADAS BHAVAN PONDA 403401",,Rajouri,"GOVT OF GOA ","Outside HH with fixed structure- 2",Yes,,,3002310038,471,"Retail sale","Sale of non specialized stores","471 - Retail sale in non-specialized stores","GOVT OF GOA",Owner,,8322312902,,"Main Office of an enterprise-2",,seasonal-2,fully-1,"Government / PSU-1",Yes,Yes,No,Yes,No,No,No,No,No,No,No,,1964,1,Yes,53,0,0,0,0,0,0,50,3,0,0,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,50,3,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,20,25,5,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,5,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,50,3,53,25,1,26,50,3,53,53,0,0,53,No,,No,,No,,No,,No,,No,,No,,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/15/2021 10:53:00",
"margao city cable. Shop no 03 arora estate margaon gao-403601",,Rajouri,"mangesh naik","Outside HH with fixed structure- 2",Yes,,,3002510071,620,"Cable TV Operators","Cable TV Services","611 - Wired telecommunications activities","Richard Da Casta",Owner,citicablegia@gmail.com,7774059751,,"Enterprise  by itself-1",,perennial-1,fully-1,Proprietary-3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,2006,2,No,6,1,0,0,0,1,0,1,0,0,0,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,1,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4,1,5,4,1,5,5,1,6,4,0,0,4,Yes,1,Yes,1,No,,No,,No,,No,,No,,Original,,,Rajesh,NA,"05/15/2021 13:01:00",
"Busy bee High school Baina road near destro chapad vasco sowthgoa 403802",,Rajouri,"M.R Reubeny ","Outside HH with fixed structure- 2",Yes,,,3002710076,852,service,Education,"852 - Secondary education","M R Reubeny",Onwer,,9448255910,,"Enterprise  by itself-1",,perennial-1,partly-2,Proprietary-3,Yes,No,No,No,No,Yes,No,No,No,No,No,,1970,1,No,4,1,0,0,0,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,No,3,1,4,3,1,4,3,1,4,3,0,0,3,No,,Yes,3,No,,Yes,1,No,,No,,No,,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/12/2021 22:47:00",
"Manipal Institute vijayankar Building lais miranda road margoo-403601",,Rajouri,"education institute","Outside HH with fixed structure- 2",Yes,,,3002710081,854,service,Education,"854 - Other education","Education institute",Owner,,0000000000,,"Main Office of an enterprise-2",,perennial-1,fully-1,Proprietary-3,Yes,No,No,No,No,No,No,No,No,No,Yes,"health insurance",1989,2,Yes,47,0,0,0,0,0,0,40,7,0,0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,0,0,40,7,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,25,22,0,0,0,0,0,0,0,22,0,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,2,10,No,40,7,47,35,3,38,40,7,47,47,0,0,47,No,,Yes,47,No,,No,,No,,No,,Yes,47,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/15/2021 10:52:00",
"primary health centre chample pansim 403001",,Rajouri,Gov,"Outside HH with fixed structure- 2",Yes,,,3002810088,861,Service,"Human health treatment","861 - Hospital activities",Gov,Government,,0832286206,,"Main Office of an enterprise-2",,perennial-1,fully-1,"Government / PSU-1",Yes,No,No,No,No,No,No,No,No,No,Yes,"health insurance",1998,2,Yes,12,0,0,0,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,6,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,12,9,2,6,1,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6,6,12,6,6,12,6,6,12,12,0,0,12,No,,No,,No,,No,,No,,No,,Yes,12,Original,,,"VITTHAL DADAJI NAVLE",NA,"06/15/2021 10:08:00",
"Jolinn Restaurant and bar 1st floor fatrade vardca road goa-403721",,Pithoragarh,"isigosrio vas","Outside HH with fixed structure- 2",Yes,,,3007510055,561,"restaurant and bar","restaurant and bar","563 - Beverage serving activities","isigosrio vas",Manager,,9822179222,,"Enterprise  by itself-1",,perennial-1,fully-1,Proprietary-3,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,2010,2,No,13,1,0,0,0,1,0,9,3,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,10,3,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,7,0,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9,1,10,9,5,14,10,3,13,12,0,0,12,Yes,12,Yes,12,No,,No,,No,,Yes,12,No,,Original,,,"KAMLAKAR PUNDLIK MANDVE",NA,"06/15/2021 18:47:00",
"VANITHA VIKASANA SANGAM,C-14-104 UT OF THE LAKSHADWEEP-682551.",,Punch,SHG,"Outside HH with fixed structure- 2",Yes,,,3101110001,107,"govt work","Lone disbursement programmes for women enterprise","900 - Creative, arts and entertainment activities",vipin,MANAGER,vipin123.@gmail.com,9495045210,04952766454,"Enterprise  by itself-1",,casual-3,partly-2,Proprietary-3,Yes,Yes,No,No,No,No,No,No,No,No,No,,2014,1,Yes,244,20,15,7,9,27,24,20,15,7,8,27,23,20,15,6,6,26,21,20,15,6,8,26,23,20,15,7,5,27,20,100,75,33,36,133,111,No,,,No,No,No,,,10,8,2,0,,10,4,3,3,0,,2,3,2,2,26,15,10,0,51,29,15,6,0,50,20,16,11,0,47,29,16,4,0,49,25,15,7,0,47,129,77,38,0,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6,4,10,6,4,10,8,2,10,9,0,0,9,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Original,,,"SURESH ISHWAR GAWANDE",NA,"06/14/2021 13:01:00",
